Gender,Text,Description,User Name,User Screen Name,Text Color,Link Color,Sidebar Color,Border Color,Background Color
2,Don t Sneeze Office Etiquette for Flu Season,,Ashley,ashleymarketer,0A1266,060B6B,F7E4F4,FCFCFC,F9FAD5
2,I m going to drink NyQuil now and if this flu isn t gone by tomorrow so help me god I will tweet the entire Game of Thrones series,,Katherine,missustufnel,333333,8.71E+46,F6F6F6,0,0C0C0D
2,RT megandunnett BellLetsTaIk about how I can t come in today I have the flu is code for a you re hungover or b your mental illness i,,chelsea,chelseawhite,8F8F8F,F5ABB5,FFFFFF,0,FFFFFF
1,Anyone wanna bring me some cold and flu medicine,,Justice Hudson,justicexhudson,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Mmckinne17 Also can t count on Butler having the flu,,Colin Davis,donkeydownburst,26A8FF,2C7D3F,0,808080,0
2,After Justin flu shot he got a reward Children s Hospital Los Angeles,,glenda pacas,followGlenda,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT seanmgalusha Many health concerns for the Warriors going into the break Andrew Bogut s knees ribs ankles elbows and back He also,,Brett Gillespey,BGillespey,666666,2FC2EF,252429,FFFFFF,1A1B1F
2,OK this flu is kicking my butt I was sound asleep now I m wide awake with awful pain in my ears And because,,Christine M Moreau,cmoreau062010,3D1957,FF0000,7AC3EE,65B0DA,642D8B
1,901 Ryan The flu,,Caleb Ashcraft,caleb 4,333333,9999,EFEFEF,EEEEEE,131516
1,Rusty SFChron never seen a player go thru warmups and intros then pull out because of the flu Is there a bigger injury not disclosed,,Jake Apolonio,dirkdeezy,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I ve been having this flu for about a month now,,Christian,Chrissstian93,0C3E53,FF0000,FFF7CC,F2E195,BADFCD
2,RT megandunnett BellLetsTaIk about how I can t come in today I have the flu is code for a you re hungover or b your mental illness i,,mickey mutch,MickeyMutch33,FBB820,CDE693,1EB5CA,A083B2,7B7C83
2,The fact that I have the flu but am having to do all this is kinda bs,,Courtney Kundert,CourtneyMayK,03D90E,0FC8B5,FFFFFF,3D90E2,FFFFFF
1,Sorry I haven t been on in a few days Just trying to get completely over this damn flu Anyone else having,,reza fakharpour,iseethree,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Don t Sneeze Office Etiquette for Flu Season,,Isabelita Howley,AirIsabel,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Guillain Barr Syndrome is 1 Side Effect of Vaccine Injury Compensations due to Flu Shots,,CarolynRose Goyda,CarolynRGoyda,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,why is everyone slandering Curry for his performance tonight and also Bogut for sitting out with the flu 36 7,,David Hoang,dshoang,666666,0,252429,181A1E,1A1B1F
1,Canadian woman tests positive for H7N9 bird flu after trip to China microbiology health influenza,,Michael Lairmore,LairmoreDVMDean,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,24 Delicious DIY Cures For A Cold Or Flu these remedies are healthy amp don t taste horrible,,eye candi,candijdixon,362720,B40B43,E5507E,CC3366,FF6699
2,FUCK the fucking flu,,brooklin,Its B Bitchhhhh,362720,B40B43,E5507E,FFFFFF,FF6699
2,My face when everything is going fine but then I get the stomach flu the day before finals,,Hannah Sylvester,hannahsly989,3C3940,0099B9,95E8EC,5ED4DC,0099B9
2,I got the chills I m dying Probably with the flu,,Yoshiko,psloveTecora,333333,C40817,EFEFEF,0,0
2,Thenameis Tati Yes I m so thankful for them but I hope its not the flu,,Seanianaxoxofan78,tayhalloffame78,333333,9266CC,DDEEF6,FFFFFF,9266CC
2,Finally Got Over The Cold I Had My Husband Is Over The Flu amp amp Baby Girl Seems To Be Getting Better To OverIt,,Erandi Gonzalez,olives mommy02,3C3940,4A6166,95E8EC,5ED4DC,0099B9
2,Yeah I caught the flu my immune system is weak,,Cleopatra,idevourhipsters,F0D8C0,C0A890,609090,906060,F0F0D8
1,Flu game Lol,,Omar Carranza,Omeezy E,0,9266CC,0,0,0
1,Size 12 flu game some sole seperation 200,,mike,1DollaMike,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,It is cold flu season Amp up on your Vitamin C Please share There are higher sources of Vitamin C Raw sources,,Jean Chung,thenoblewilds,333333,9D582E,EADEAA,D9B17E,8B542B
2,Jordddaaan u got da flu,,,ThimioT,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,DanielRz Kids face says it all But seriously pre tip flu no 3s after half no lee in OT Klay missed a shot A lot of WTF going on,,Bobby Cristo,BobbyCristo,333333,163532,DDEEF6,0,163532
1,Flu shot hoax admitted,,Ian Jacklin,gijacklin,666666,2FC2EF,252429,181A1E,1A1B1F
1,geenniiiii when i get over this flu thoooooo,,Salaxar,Iamronniejoseph,663B12,1F98C7,DAECF4,C6E2EE,C6E2EE
2,Iamronniejoseph drinking sterilizes the flu,,Queen LaChiefa,geenniiiii,333333,93A644,FFFFFF,FFFFFF,B2DFDA
2,I really hope this isn t the flu coming back to visit me,,Marriah,Marriah33,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Soothing Elixir for Cold and Flu Season yummy delicious,,AngieLuv Foods Photo,LuvieAngie,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,DIY Soothing Shower Vapor Disks For Cold and Flu Season OR An Anytime Spa Treat,,Luci Weston,HereWeAre wLuci,0,FF00FF,C1EC95,0,6699CC
1,aaronwatermelon oh lord Aaron over here trying to no sell the flu,,Brandon,n3cromung3r,1.92E+42,0,F2CF66,0,3767A6
2,Husband is feeling flu like again so that means I m sleeping downstairs AllByMyself WhyTuesdays,,,thatonecoolgirl,333333,26D4D4,DDEEF6,C0DEED,642D8B
2,RT VANILLAWIGGA Gianna Mom huh come in the walking dead when they had a flu they didnt have seizures Because gees sick,,GEENIE SMALLZ,giannahjuana,333333,12E06B,F6F6F6,FFFFFF,090A0A
2,BurkieYCP FA Weddings Hey More are crazy than have the flu so I think its a valid topic and we should talk about things that impact us,,Julie Parker,JulieParker144,333333,0084B4,DDEEF6,FFFFFF,C0DEED
1,aaronwatermelon last time I had the flu my remedy was The Saboteur,,Phil the Brotaku,philrowen,333333,0,DDFFCC,FFFFFF,9AE4E8
2,ChillenAssChoc I cnt even lie in that video 1500 shymoney kilt that bird flu dance that s how u know he came up with it lls ijs,,Loadinggg,Mica forever21,880AC7,8F008F,0,7700B3,642D8B
2,It is cold flu season Amp up on your Vitamin C Please share There are higher sources of Vitamin C Raw sources,,Jean Chung,thenoblewilds,333333,9D582E,EADEAA,D9B17E,8B542B
2,It is cold flu season Amp up on your Vitamin C Please share There are higher sources of Vitamin C Raw sources,,Jean Chung,thenoblewilds,333333,9D582E,EADEAA,D9B17E,8B542B
2,having the flu is one of the worst things ever kill me that is all,,Rebecca,b1ueshirtgirl,333333,3399CC,DDEEF6,FFFFFF,C0DEED
2,It is cold flu season Amp up on your Vitamin C Please share There are higher sources of Vitamin C Raw sources,,Jean Chung,thenoblewilds,333333,9D582E,EADEAA,D9B17E,8B542B
1,RayWoodson680 Bogut had a Migraine not the flu And why wasnt Lee in OT There s my bitch,,Richard Mitchell,rickmitch87,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,I m dying The flu is terrible,,Matt Lawrence,mattlawrence94,333333,0084B4,DDEEF6,FFFFFF,C0DEED
1,Shouts to shebs for doing 95 of the group work and finishing this presentation at 11 pm with the flu and even throwin it on a USB drive,,Shebs,shebs,333333,F23009,DDEEF6,0,131516
1,RT HaleeSharp13 If Michael Jordan can win a game with the flu so can I ballislife intramurals,,ric flair,kennyray918swag,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Only I would somehow get flu and pneumonia at the same time,,Ricky Hott,Ricky Lukewarm,211111,1D0AAB,781717,AB0F0F,DB0D0D
2,I liked a YouTube video 10 WAYS TO BEAT THE FLU,,Tabatha Dennis,tjfk6268,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RN Nursing Low Flu Vaccination Rates Among Nursing Home Employees Put Residents At Risk,,Mark Christian,MarkChristianRN,333333,0084B4,DDEEF6,FFFFFF,C0DEED
2,realizing that you ve missed 7 days of school can I just have the rough mornings back without the flu,,Taylor Danielle,TayDanielle00,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,The flu ain t no joke,,Kaelyn,its me kaelyn,333333,10405,DDEEF6,FFFFFF,10405
1,Give Big Bird the birdy flu cap Bert and Ernie too then Mr Elmo sir welcome to my world la la lala la la lala Im fixing murder you,,Jackalai,SkeezeDisease,FFCB02,8200D2,008FE4,FF0ACD,3D005C
2,Of course I get the fucking stomach flu when I m at a new job and in my probationary period when they can fire me for missing 2 days,,Kitty,kittycatkinson1,50005,2FC2EF,870D67,FFFFFF,1A1B1F
2,I ve been sick w the flu since I came home from China but it still doesn t take me away from my,,Nalini Arora,lashoegirl,7D7C7D,80808,B7C7C1,FFFFFF,EBEBE8
1,I caught the flu early so now I walk around school or see someone tweet about being sick amp just sit back and laugh,,Chef Isaac,isaacmunoz21,333333,0084B4,DDEEF6,FFFFFF,C0DEED
2,This flu is major unhappiness in my life NO OTHER LIVING SOUL DESERVES TO FEEL LIKE THIS Headache amp cough,,Lynn Lambkins,Lynningness,3E4415,D02B55,99CC33,829D5E,352726
1,derRICKjamesz Cub Schindler make sure you rub one out before you take cold amp flu Don t want to be like every other girl and fall asleep,,Jake Vail,Jake Vail7015,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Schertz health fair to offer free screenings and flu shots The fair will offer vendors and specialists Titte,,Shirle,rhouse2urz,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Avoid crowded places Wash hands often RT ndtv In one month Rajasthan records 27 swine flu deaths,,Joy Mukherji,Joy12110,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,andrewbogut feel better Hope it s not the flu,,Carolyn Galvante,carolyngalvante,0C3E53,878787,FFF7CC,FFFFFF,FFFFFF
2,To whoever brought the flu to punahou can you like not allsick,,Kristi Mikami,the kris mi,110B1A,61094C,C4A2DE,FFFFFF,F048A1
1,After I get over this crud that s been going around I m never shaking anyone s hand again during flu season It s fist bumps or nothing,,DJ Tony G,djtonyg01,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I feel the like I m getting the flu,,lisa,sorryimlisa,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Stop The Flu Wash Your Gross Winter Gloves People,,James Sonego,jamessonego25,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,kuhtreen did they give you a flu shot,,Joemar dela Cruz,rameoj444,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Universe if I m going to get sick I need to get sick before March Everyone s long illnesses are scaring me No flu for my birthday again,,Kelsey Hill,kelsey 153,A3ABA8,5CE6D4,33649,31634,CDB380
2,I really hope I don t have the flu,,Yoshiko,psloveTecora,333333,C40817,EFEFEF,0,0
2,Don t Sneeze Office Etiquette for Flu Season,,Ashley,ashleymarketer,0A1266,060B6B,F7E4F4,FCFCFC,F9FAD5
2,Awoodys StopGunNuts Flu kills more than guns amp unlike majority of gun deaths not suicides gunsense,,Catherine,MamasGotAGun,3D1957,FF0000,7AC3EE,65B0DA,642D8B
2,Well Maggie was better for all of two days and the stomach flu is back with a vengeance,,Susan Benson,SusanBenson,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,jasonjwilde Our oldest has the flu while I m away Let me tell you it sucks,,Aaron Nagler,AaronNagler,171212,0E5606,BFBD9C,0,12204
2,funwithbill PS Can you get over flu because I need to watch 3 hours of gaming puns and sudoku,,Nika Harper,NikaHarper,7BBD3D,F56A29,D6F0AF,0,131516
2,jpeazy10 I have the flu you got those specs for me yet,,Cynthia Johnson,CynthiaLive,333333,41585,F6F6F6,FFFFFF,5A5C5B
1,Stop The Flu Wash Your Gross Winter Gloves People During the cold walk to the subway your nose starts runni,,Jerome Adams,jamesnews242,3E4415,D02B55,99CC33,829D5E,352726
1,RT TheAntJimmyShow Wanna say that it s not too late for Woodley to suddenly come down with the flu or some shit for the love of god,,Brandon Lamrouex,BrandonLamrouex,333333,9999,EFEFEF,FFFFFF,131516
1,RT BBCNewsAsia India swine flu outbreak kills at least 75 officials,,mr icey wiener,ElChapoPenguino,333333,9999,EFEFEF,EEEEEE,131516
1,RT BBCNewsAsia India swine flu outbreak kills at least 75 officials,,Miles Murphy Evers,mevers90,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT BBCNewsAsia India swine flu outbreak kills at least 75 officials,,Al Stefanelli,Stefanelli,333333,9999,EFEFEF,FFFFFF,131516
2,RT BBCNewsAsia India swine flu outbreak kills at least 75 officials,,Longstein,Longstein,0F0E0F,78A2C6,C5BFB9,3F07D9,EBEBDF
1,RT BBCNewsAsia India swine flu outbreak kills at least 75 officials,,James H Egbert FOX17,JHEFOX17,5E412F,CE7834,78C0A8,F0A830,FCEBB6
2,I can t sleep and I can t breathe right I love flu season,,Rebecca Allen,Le viest Belle,1A8FF1,983AFF,6.21E+11,0,74ACDB
2,The flu is straight up kicking my ass tho,,,ChellllseaMarie,7D6C6D,436F79,B36860,FFFFFF,0A7284
1,RT CJ Ellis1 crednose08 frodaddy13 Chris doesn t know about how bad the swag flu can get Jeff,,Jeff Johnson,frodaddy13,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,After natural remedies my boss is now drugging me out with a bunch of cold flu meds for my sore throat This is gonna be a long night,,tiffany,TiffaFlores,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT BBCNewsAsia India swine flu outbreak kills at least 75 officials,,Terrilyne Cole M D,DocTCole,0C3E53,FF0000,FFF7CC,F2E195,BADFCD
1,RT TIMENOUT ILLEGALS W SCABIES LICE SCABIES CPOX MEASLES H1N1 SWINE FLU FREE HC HOUSING FOOD STAMPS amp THEY BURN OUR FLAG,,michael mullarkey,Mullarx,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,amp I m so tired from crying and still recovering from the flu Or a cold Idk but I m a wreck,,Tera Borden,TeraNKOTBLuvr,362720,B40B43,E5507E,CC3366,FF6699
2,Flu shot hoax admitted No controlled trials demonstrating a decrease in influenza,,j3551c4,jessicastiffler,3D1957,FF0000,7AC3EE,65B0DA,642D8B
1,RT BBCNewsAsia India swine flu outbreak kills at least 75 officials,,Paul Mick,PaulMick,984400,36564,33649,31634,0A0A09
1,The flu has entered our house and I am officially freaked out erikgetawayfromme,,Bryn Stoffel,brynifully,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT SirenSassenach After a day of taking 3 boys amp hubs to Dr all with flu and then work Momma s watching Outlander Episode 1 Sassenach h,,Angie Tarver,Angggieee,333333,9999,EFEFEF,EEEEEE,131516
2,I literally hate Chris for giving me this flu Feel like I m drying,,Morgan Jones,Mo jonessss,333333,9999,EFEFEF,FFFFFF,131516
2,Stop The Flu Wash Your Gross Winter Gloves People,,Tamsen Browne Reed,speakology,999999,FFA000,0,6320F3,0
2,Stop The Flu Wash Your Gross Winter Gloves People fitness,,Sarah Hays,strengthoutside,333333,238AB0,A0C5C7,86A4A6,709397
2,Bird Flu Smart Preparation Information and Kits,,Janett Wawrzyniak,wawrzyniak9,333333,6399,DDEEF6,0,EBEBEB
2,I have 5 out of the 7 symptoms for the flu You have to be kidding me,,courtney,ceebaby78,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Learn from history What did people do during the flu pandemic of 1918,,Janett Wawrzyniak,wawrzyniak9,333333,6399,DDEEF6,0,EBEBEB
2,Boyfriends idea of fixing the flu Dole pineapple whip He photobombed my caramel waffle cone pic,,Lydia Dudoit,LydiaLoyalty,757575,F1B157,0,0,0
1,Stupid stomach flu Let me sleep,,Cole Landers,Colelanders,0,CC3300,F7DA93,FFFFFF,0
2,youmustDIY if you re catching the flu that s been going around you might just lose your voice and feel like poop haha,,Shellysaurus,CallmeShelly,FF0320,121DE8,11EDE6,FFFFFF,F70A0A
1,RT SCMP News Woman flying from Hong Kong to Vancouver becomes first human bird flu case in North America,,Raynard E Green,DoubleDownDuck,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Don t let the flu season eat you up Beverly s caught a cold but she ll be better,,Aaron Mocksing,aaronmrules,0,163687,0,0,0
2,BBCNewsAsia India swine flu outbreak kills at least 75 officials All my friends traveln,,Vanessa Morales,VanessaMorales,666666,2FC2EF,252429,181A1E,1A1B1F
1,elliefatstax not that there s a good time to have the flu,,anthony cipriano,anthonycip,333333,9999,EFEFEF,FFFFFF,131516
2,RT WSJ Skip that handshake Office etiquette for flu season,,Veronica,sco3bed,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT WSJ Skip that handshake Office etiquette for flu season,,Jack Florek,JackFlorek84,666666,2FC2EF,252429,181A1E,1A1B1F
2,RT WSJ Skip that handshake Office etiquette for flu season,,Iva Petrosino,ivathediva,454145,49AD40,D6D9F0,FFFFFF,FFFFFF
1,This is how nice I am to my friend who is on the edge of death from the flu It felt good helping someone out,,Bret,tapbret99,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Stomach flu I m so sad I have so much to accomplish tomorrow but it looks like I ll just be in bed,,Molly Jones,MollyMichelleJo,333333,0EE8F0,DDEEF6,C0DEED,C0DEED
1,RT WSJ Skip that handshake Office etiquette for flu season,,adam najberg,adamnajberg,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,WSJ Skip that handshake Office etiquette for flu season elbowbump,,Tim Stephens,timstep,333333,0084B4,DDFFCC,BDDCAD,9AE4E8
1,Warning complaining status imminent My poor face and body and everything this cold flu needs to do one already Moan moan moan,,Kim Brown,Kimothy roll,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Starting to think I won t ever see the other side to this flu,,Kate Handley,Kate 5995,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT WSJ Skip that handshake Office etiquette for flu season,,Julianna,my julianna,FF05B4,FF05F3,570869,FFFFFF,0C0D02
2,So it s bronchitis not the flu I ve never had bronchitis before It s not fun My shest hurts but I can still breef cantsleep,,Cynthia Enciso,cinipod,333333,9999,EFEFEF,EEEEEE,EEEEEE
1,RT WSJ Skip that handshake Office etiquette for flu season,,Paul Zinn,ZinnPaul,333333,25C910,C0DFEC,A8C7F7,22330
2,RT usnews Forget the flu Here are 5 illnesses you didn t even know you were afraid of,,Veronica,sco3bed,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,About go pick up a mexi from home depot to pack for me I have the flu aintnobodygottime,,sailor mars,Maria Reyyy,2B252B,5DF7FC,FFF7CC,FFFFFF,50505
1,A 5 Year Old Girl Just Died of the Very Strain of Flu She Was Vaccinated Against Freedom Outpost,,Tim Brown,FPPTim,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Learn about flu immune system The Philadelphia Tribune,,ed paris,ed paris,3C3940,0099B9,95E8EC,5ED4DC,0099B9
2,It s best to breastfeed your baby if you have the flu in fact this is safest as your milk has specific immunity,,Krista Gray IBCLC,NursingNurture,333333,E26E6B,FFFFFF,EEEEEE,B2DFDA
2,RT WSJ Skip that handshake Office etiquette for flu season,,Kathy Jabterakes,KatJabterakes,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,5 Year Old Las Vegas Girl Dies From Flu Despite Receiving Vaccination,,LISA EDENS,Ladyn red777,333333,FF0000,DDEEF6,0,642D8B
2,Home Made Ginger Tea A Pretty Life Delicious and good for you too Packed with cold flu fighting ingredients,,AngieLuv Foods Photo,LuvieAngie,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,marybabes remember when I told you when you were sick last week to stay by me so maybe I d get sick pretty sure you gave me the flu,,Morgan,MorganMabel808,0,666666,999999,999999,0
2,wyecotwitch clare351 yes thought i had flu this morning easing off a bit now Maybe just knackered,,Sarah,threexhorses,362720,B40B43,E5507E,CC3366,FF6699
1,Dear Science I had one job get my flu shot You had one job make a flu shot for all strains I did my job You did not fail deathsdoor,,House of Gurn,jeffgurner,333333,9999,EFEFEF,EEEEEE,131516
2,2am sick log full blown flu up in this house Both of us Already had a coming to God prayer while camped out,,Abi Wright,abiwright27,0A0A0A,FA0A0A,FCBBBB,BD3E3E,FFFCFC
1,Flu shot hoax admitted No controlled trials demonstrating a decrease in influenza Learn more,,Harold Saive,Hsaive,547B61,0099CC,12291F,FFFFFF,50505
