Gender,Text,Description,User Name,User Screen Name,Text Color,Link Color,Sidebar Color,Border Color,Background Color
1,How about I either get the flu or school gets cancelled ya know so I don t have to do homework,,Corey Flynn,CFlyy03,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Nothing helps me get over this cold or flu then stepping outside real quick with my baby girl while,,Josh Satterfield,joshsatt1,0C3E53,FF0000,FFF7CC,F2E195,BADFCD
2,FACT Symptoms of carbon monoxide poisoning are similar to the flu CO alarm up your home 6abc OperationSaveALife,,Kristy Sevag,SevagPR,333333,990000,EFEFEF,EEEEEE,EBEBEB
2,Roses always make the flu go away Thanks jckerstetter amp Lulo y all casa de los pugs,,Jenny Rain,JennyRain,453F38,279177,DBD5D0,FFFFFF,FFFFFF
2,molliekay How can you have flu twice I protest this situation,,Melissa Depper,MelissaZD,663B12,1F98C7,DAECF4,C6E2EE,C6E2EE
2,The flu,,Christy Vennikov,xtytyty,333333,B0B0B0,FFFFFF,FFFFFF,FFFFFF
1,Alright everyone notifications are out and the session list is posted I m going back to bed to try to get over this flu,,ChadGreen,ChadGreen,333333,0084B4,DDFFCC,BDDCAD,131613
2,Pretty sure I have the flu,,Brittttttin,britatherton,DE21DE,0084B4,DDEEF6,C0DEED,F5F0F0
1,I finally get over the stomach flu just to get a nasty cold 3 days later,,princess stephii,Stephiimarie15,3D1957,FF00CC,7AC3EE,FFFFFF,642D8B
1,BeneToumpsin Somehow I unfollowed you on Instagram got over the flu now on antibiotics for strep that s my story haveagreatyear,,Tony Rodriguez,TheTonyRod,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Srsly starting to think they modeled Jack Skellington s movement after flu patients from blondie 515 on Tumblr,,Script Reader Brit,BritMcGinnis,333333,93A644,FFFFFF,FFFFFF,B2DFDA
2,Stages Of Having The Flu As Told By Taylor Swift Lyrics,,Alyssa Brooke,AlyssaBWarren,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Sad story but shows once again the failure of the flu vaccine,,Dr Sherri Tenpenny,BusyDrT,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Whose high off day time cold amp flu relief fuck,,Kelly Lawlor,LawlorKelly,666666,299BE6,252429,181A1E,FFFFFF
2,Busywork No I m going crazy trying to recover from that awful flu Real Wood Works,,sherry barrow,qtdesign,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Santa Clara County reports first flu death of the season taseipel,,Dennis Akizuki,dakizuki,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,According to 1982 J infect Dis Article flu virus survives 8 12hrs on paper Lots of Ss sniffles in exam today delay grading til tomorrow,,Jennifer Garner,BiologyJen,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Finally got my fever to break I definitely have the flu,,Mycah,MycahMarie,D80DE3,6A0DE3,0E0E0F,D80DE3,6A0DE3
2,Easing back into cardio First time since the stupid stomach flu last week,,AvsAngelsChick,AvsAngelsChick,362720,7C0DB3,E5507E,FFFFFF,FF6699
1,Partner came home from the dr w strep bronchitis AND flu Operation Wipe Down Everything With Clorox Wipes has commenced,,Martin,martinsaidthat,333333,38543,F6F6F6,EEEEEE,ACDED6
1,RT mercnews Santa Clara County reports first flu death of the season taseipel,,Julian J Ramos,JulianJRamosMP,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Things we learn in class Do not get the flu,,Daniel,purple spandex,3C3940,0099B9,95E8EC,5ED4DC,0099B9
2,ShawnaCoppola But feel better first Self care is also important esp if you have the flu,,alecia m magnifico,aleciamarie,333333,EB9D3D,EFEFEF,EEEEEE,131516
2,You will not conquer me cold flu whatever you are Lay down your sword You shall not defeat me THIS IS SPARTA Dork4Life,,Tinsel Korey,tinselkorey,3C3940,50505,95E8EC,FFFFFF,50505
2,I have the flu and I got this little gift to make to me feel better ilovebooks myfavauthor,,Melinda Yvonne,Mel Huerta10,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Have the flu Better watch Leap Year till you are better,,Makenna Wyatt,MakennaWyatt,634047,88253,E3E2DE,D3D2CF,EDECE9
1,I ve never had the flu before this This is worse than I could ever imagine,,Mycah,MycahMarie,D80DE3,6A0DE3,0E0E0F,D80DE3,6A0DE3
2,We have had two spring like days here in Hutchinson Ks Sunshine and in upper 70 s Wouldn t you know it have had flu for a week now Uggh,,Jeanette Bates,JeanetteBates2,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,health Santa Clara County reports first flu death of the season,,San Jose Blogging,SanJoseTweets68,333333,9999,EFEFEF,FFFFFF,131516
1,Mango1531 Flu puts large numbers of elderly and infants in hosp and kills many Preventing those is a major reason to get the shot,,Charles Simmins,CharlesSimmins,333333,447ED4,DDEEF6,C0DEED,C0DEED
1,Pediatric flu deaths rising in Wisconsin WISN 12 News learns the number of flu deaths in Wisconsin is on the rise,,Milwaukee Buzz,milwaukee buzz,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT tasalinas How to Properly Fight the Flu ReliefIsHere SheSpeaksUp Walmart ad,,Kelly Stilwell,kellystilwell,3E4415,D02B55,99CC33,FFFFFF,352726
2,TorayLynn I have the flu,,Samantha D,Sam antha14,4A66C1,B8C5C6,0E0E0E,4A66C1,0
2,1am home from work trip Up at 8 B home w flu at 8 30 Give Q bath at 6pm M throws up B throws up in bathroom watching Q while I clean,,Kyley Leger,kyleyleger,333333,9D582E,EADEAA,D9B17E,8B542B
2,RT 7SealsOfTheEnd WARNING Flu Shot Drug Pandemrix Will Destroy Your Life,,nanah,atestafyr,333333,B300B3,DDEEF6,C0DEED,C0DEED
2,BuzzOnBroad He has the flu,,cvl,CPVL711,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,kevinmanwarren it also keeps you disease free AAAAAALLLL through flu season,,Erik Latshaw,eriklatshaw,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,I dropped a ton of weight during that flu but the Earth safari ticket was non refundable,,Terry D Johnson,terrydjohnson,333333,9999,EFEFEF,0,131516
1,I don t have strep throat or the flu so I guess today wasn t as bad as I thought,,Alex Hero of Winds,AlexUnchained,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,BrandonYonley lol I have the flu,,Jay Eddy,jeddy345,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I hope I get recovery from this flu So ready to watch PLL and SAB coming up next,,Sara Yu,saraGG14,0,252525,C9B175,C9B175,252525
2,Gosh this flu junk is awful had to cancel class at last minute Didn t want to risk spreading this around,,Jeannie Whyte,JeannieWhyte,3D1957,FF0000,7AC3EE,65B0DA,642D8B
2,KRISStianDior I woke up in the middle of the night feeling nauseous got the stomach flu I ate something bad yesterday,,katrina,kayynola,3C3940,050DFF,95E8EC,FFFFFF,FFFFFF
2,if this is the flu,,Lauren Brussell,lalabrussell,333333,CC3366,E6F6F9,DBE9ED,DBE9ED
2,RT KING5Seattle Kitsap Co Health reports 5th flu death this season Health Dept will only say the five were adults 4 were over 70 one w,,Sonja Smythe,SonjaSmythe,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,SneakerPics23 Flu Game 12 s my favorite pair of any shoe ever,,KING,JordanDavid23,333333,990000,EFEFEF,FFFFFF,131516
2,been washing my hands like we re bouta be outta water i ain t tryna get the flu again this year,,kaylyn,KaylynHawkins,333333,800A7C,DDEEF6,C0DEED,C0DEED
1,No flu That s good,,Pr Jeff Irwin,prjeffdlc,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Partially becAuse of the snow partially because i either have a sinus infection or the flu,,Keyana Thomas,LiveItBigTime,333333,0084B4,C0DFEC,A8C7F7,22330
1,RT eriklatshaw kevinmanwarren it also keeps you disease free AAAAAALLLL through flu season,,Jay Ashenfelter,fakejayash,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,If I had gone to Sundance would I have still gotten the flu and bronchitis Some other me in some other universe knows the answer,,Casey Cipriani,CaseyCip,634047,88253,E3E2DE,D3D2CF,EDECE9
1,Brb opening my own Gatorade and soup delivery business Flu season will be money season,,Steve Barton,steve w 91,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Beat Colds amp Flu With This Simple Ginger Tea,,Lisa Nett,dailyhealthinc,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT G massetti That 24 hour stomach flu was no joke Still don t think il ever eat food again tho,,jenn,JennBalla,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Why are so Many Healthy People Dying from the Flu After Receiving the Flu Shot See more at,,Barb Loe NVIC,NVICLoeDown,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,cherie holman My poor baby has the flu I not sick,,DucKarri,DakarriMuhammad,333333,F01313,DDEEF6,C0DEED,C0DEED
2,mannnnn I got the dang flu,,Mary Kate Mangum,mary kate98,3D1957,FF0000,7AC3EE,FFFFFF,8A2D84
2,i m over here sick with the flu and my brother is complaining about having a headache and asked if i could bring him medicine uh hell no,,c a i t,cait enix,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RT DFSPIO DYK the symptoms of CO poisoning are like flu headache dizziness nausea Have CO alarms,,Kelli Elder,kae1217,333333,CC3366,E6F6F9,DBE9ED,DBE9ED
2,daysbeforerodeo 2011 Swine flu 2012 Mayan Calender 2013 Staff infection 2014 Ebola 2015 FourFiveSeconds excuse you,,andrea,andrealeafs,333333,D48AE6,EFEFEF,FFFFFF,131516
2,RealClearScott everyone must have the flu That s the only possible explanation for this,,Karen Travers,karentravers,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT cenayda aka cc FML Fuck the flu,,Marco LBF,2MASF2,FF0303,F00505,0,0,352726
2,pammayyyy lmao I don t think anymore I had the flu but now it s just a cold it s not as bad,,Lina,wavy xo,CE7834,89C9FA,78C0A8,0,FCEBB6
2,A 5 Year Old Girl Just Died of the Very Strain of Flu She Was Vaccinated Against via po st,,Mary Cavanaugh,max4metals,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,5 Year Old Las Vegas Girl Dies From Flu Despite Receiving Vaccination,,Katilyn Kleveno,KatiLovesEvery1,00FF15,00FFE1,FFA200,FFFFFF,FF007B
2,Well y all It s official Tested positive for the flu See ya in a few days,,Courtney McKenna,CourtLMc,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Have to reschedule my South Alabama visit until February due to the flu,,kory,korynicolee,333333,38543,DDEEF6,FFFFFF,99981
1,Flu shot hoax admitted,,The Eric Erb Show,TheEricErbShow,3D1957,1100FF,7AC3EE,FFFFFF,642D8B
1,Norman Powell missed practice today due to some kind of sickness Alford was asked if it was the flu I hope not he said,,Ryan Kartje,Ryan Kartje,333333,9999,EFEFEF,EEEEEE,131516
1,Flu shot hoax admitted No controlled trials demonstrating a decrease in influenza,,The Eric Erb Show,TheEricErbShow,3D1957,1100FF,7AC3EE,FFFFFF,642D8B
2,CNN Master of stating the blooming obvious Next week will be the replacement anchors cos this lot will be in bed with the flu,,Gail,ourgail,333333,0099CC,F6FFD1,FFF8AD,FFF04D
2,kaylyl97 Is it the flu That s going around,,Ciera Richards,CieraaRichards,843AA9,7BB3DC,E32820,FFA400,FFFFFF
1,bktattedup just sick an tire of bein sick and tired Strep with the flu is weak asf The drugs make in me grouchy lol,,NIKOLI,wiizzyworth,9999,333333,EFEFEF,EEEEEE,131516
2,I should have known that hoarding sick days for maternity leave would lead to a stomach bug At least it wasn t the flu,,Emily,LABride,0,CA47CB,B3A7EC,551B55,FFFFFF
1,RT CopelandNetwork This time of year the flu starts making its rounds Here are 10 scriptures to help you stand strong against it,,Tyronnica,ronnilew,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Alex brought me Popsicles and cranberry juice bc I m sick with the flu,,kyyyyyz,kyraapaarker,333333,C400FF,DDEEF6,0,642D8B
1,New bird flu outbreaks reported in NW Wa State amp Cal but Ag officials say Benton Co WA Clean lift quarantine,,gary chittim,gchittimK5,333333,0084B4,DDEEF6,FFFFFF,C0DEED
2,Unless you want the flu I don t think you want to be coming here,,Arden Cunniff,ArdenCunniff2,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,if my teacher still has the flu we don t have to turn in notes tomorrow I m a terrible person,,mia,MiaGiovenco,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,I getting the flu when I have 72839 things to do,,Braidy,braidymills,333333,93A644,FFFFFF,FFFFFF,B2DFDA
2,Shoutout to the flu for ruining our week mitchellhaag,,Lauren Faulds,LoRider,A819A8,F70094,0,0,642D8B
1,Deandevlin510 I would if not for the flu lol Austin told me to stay away from him for a week,,Psychonaut Todd,todd sfvog,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,The flu bug has hit our home Consider this a quarantined area Think World War Z bad people barfingzombies,,Danielle Gilman,GilmanDanielle,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Deandevlin510 Maybe not the flu but hella sick I shouldn t have even tried to go to school yesterday lol,,Psychonaut Todd,todd sfvog,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Tips for Cold and Flu Prevention via aboutamom,,TerriAnn van Gosliga,cookiesANDclogs,333333,599CB1,EEEEEE,FFFFFF,599CB1
2,Flu bug has arrived at my house in full force Now Cooper is on the couch for the night with the bucket by his,,Mina Daigle,Daigle76,333333,0099CC,F6FFD1,FFF8AD,FFF04D
1,hulk jizz TheRealMcFarlin Flu,,Andrew,AJwright33,0,89C9FA,0,0,0
1,bitty31985 Better some badass flu or NSA PAO beam weapon,,firemanjohn628,firemanjohn628,448668,4358,000B17,FFFFFF,1329
1,JusticeMorris4 jennaboo7777 u might think its the flu but it might actually be ghonaherpashylitus,,Mean Boy Troy,xander244,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT ABCNewsRadio 5 Year Old Girl Dies After Catching the Flu,,Mike Wood,theovertime1410,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,RJ GatorBait JD and Dave Rumor is Jurry Duty Darian flu,,Cassie Laberee,JGR11201819fan,666666,FA743E,252429,FFFFFF,DD2E44
2,My baby has the flu,,Sharda Grissom,grissom sharda,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Whatever was left in my stomach is now in my master bathroom toilet How is that for a livetweet I hate the damn flu,,Ry Eph,RyEph,666666,2FEDAE,252429,FFFFFF,B3B5BD
1,I wish there was a way to instantly get rid of the flu fever cold,,Chandlerr,ChaanChannn,333333,00B39B,DDEEF6,C0DEED,C0DEED
1,Been sick with the flu last 3 nights but I m so lucky to have Zach CitybitCh he went above and beyond and took such good care of me Ily,,chels,csadecki,72AE95,F1C972,F3E6BC,5A3226,F5886B
2,parody bit MagpieLibrarian yea me too re immuno suppressed Anyone who hasn t gotten flu whooping measles stay away,,Gayathri K,gayathrikamath,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I wish I could get over this flu It s been a week already give me a break,,Carmen R,Carmen R,666666,2FC2EF,252429,181A1E,1A1B1F
2,David Spellman CatholicLisa Seriously Like don t we all get colds and flu,,Susan Kostal,skostal,333333,38544,F6F6F6,FFFFFF,ACDED6
1,RT JanineKTVU Santa Clara Co Health Dept reports 1st flu death of season Person under 65 didn t get flu vaccine or have risk factors K,,,zizouis,333333,9266CC,DDEEF6,0,9266CC
2,Learn 10 All Natural Ways To Battle the Flu Click here pureandsimple healing allnatural,,Dawn Fitch,pookalita,4C0B0B,990000,F3F3F3,DFDFDF,EBE7C1
2,Bae has the flu amp I m having bae withdrawals,,Emily Pinnow,emily pinnow,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,It s no coincidence that influence and influenza the flu come from the same root word Real leaders are contagious Leadfromthefront,,rob farmer,robfarmer1,634047,88253,E3E2DE,D3D2CF,EDECE9
2,This flu really thinks I m playin nuh uh not today I am not the one MF imgonnabeatthis flu,,IG nynaballerina,NynaBallerina,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,My secret weapon for flu season It s like smelling cinnamon Staying healthy is a top priority for,,Dominique Jackson,DominiqueJ,0,DD2E44,0,0,0
2,We re in the thick of the flu here at Casa Lord I told Dan that I needed a good dose of the Psalms tonight He s going with Revelation,,Hallie Lord,HallieLord,DFD7C9,EFD7C9,CFD7C9,BFD7C9,FFD7C9
1,A 5 Year Old Girl Just Died of the Very Strain of Flu She Was Vaccinated Against The Daily Sheeple,,Hazmat,HazmatPaleo,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Cool My brother and sister have the flu I m next,,Kelsey,Kelsey Paige,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Ugh I feel like I m getting the flu death,,ashley,dropthatashh,333333,0084B4,DDFFCC,BDDCAD,9AE4E8
1,cgroga If you have the flu stay the hell away from md2td I don t want our class to inspire a future horror film called SEMINAR FEVER,,Tim Cassedy,vicesimusknox,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,caddington11 FLU SEASON,,Jordan Pelavin,jordanpelavin,634047,88253,E3E2DE,D3D2CF,EDECE9
2,Doesn t it seem like EVERYONE is getting sick It s been a horrible winter for the flu and there is nothing,,Natasha Ferguson,PrettyFitMom,0,FF99D5,E800A2,FFFFFF,FF78D7
1,Minihane Borges amp Tanguay talking inflated balls on CSNNE is like having the flu getting wisdom teeth out and being hungover all at once,,Brian Heffron,brianheff77,0E0E10,1B0F52,9C94FE,FFFFFF,131316
2,I came for a simple flu check up and I ve been here forever,,kole,shaela kole,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,I have been sneezing all day NO NO NO NO cold or flu allowed NONE OF THAT,,Janel Woodbury,Nellie1983,8C94A2,8CB2BD,424C55,FFFFFF,FFFFFF
1,LancerProf yes I think I got the flu or something hopefully I make it to my classes tomorrow,,sketchmaster carl,urmomsacunt,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,I think I m getting the flu Pray for the kid,,Justin,PghPirateMan,333333,0084B4,DDEEF6,0,C0DEED
2,comin down with strep and the flu at the same time this is gunna suck,,go addy,addySON mariee,333333,38543,F6F6F6,EEEEEE,ACDED6
2,RT finally a tease If I get the flu imma be pissed,,Laura Means,laura cecelia,39BD91,895429,0E0D02,BEDFB6,0E0D02
2,I guess it s my turn to get the flu,,Christa Elliott,christa elliott,D42044,F5ABB5,0,0,33CCCC
1,Overheard at the construction meeting he didn t sound that bad I m guessing he has the vodka flu the General Contractor architecture,,Damian Huneycutt,damianhuneycutt,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Meds wearing off Ughhhh the flu sucks anddddd the flu shot was a joke this year,,Miss Nicea,Nicea Diva,3D1957,FF0000,7AC3EE,65B0DA,642D8B
2,Am I pregnant Do I have food poisoning Did I catch the flu Followed by I m dying,,Mychael,girl mychael,333333,9999,EFEFEF,EEEEEE,131516
2,Ughhh the flu Seriously I just want to get this observation done tomorrow,,Heather Nellis,HNell13,0,CC3366,88CFDB,267C94,2B142B
1,guess I should ve gotten that flu shot,,Jawwdin Lally,Yorgbinswag,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I have the flu and strept throat soo there s that,,Paige Elizabe h,PaigeeBierman,CC1B4D,FF7621,270442,3A425E,F99555
1,marcdavissports VCUPav Hmmm was it a I have the flu kind of puke or an I can t keep up with Havoc kind of puke Probably can t tell,,Jerel C Wilmore,JCWilmore,3C3940,0099B9,95E8EC,FFFFFF,0099B9
2,The flu makes walking up the stairs feel equivalent to running 5 miles,,logan lantz,lantz logan,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,This year flu ain t no joke,,Soca,SocaUm,3D1957,FF0000,7AC3EE,65B0DA,642D8B
2,daphhime Are you feeling the onset of con flu coming on,,Chris Dean,ladydiskette,0,9266CC,0,0,0
2,Just got a flu shot for a stand up broadcast journalist perfect numb,,Iv n Pepper Herrera,PepperB13,3C3940,0099B9,95E8EC,5ED4DC,0099B9
1,DJBouti Dan Chaoschunk what the hell is this flu you speak of,,Kornyx,Kornyx,333333,0000FF,DDEEF6,FFFFFF,1A1B1F
1,Think I have the stomach flu my stomach is capriciously oscillating between wanting to puke and feeling okay Worst feeling,,Shane Musick,ShaneMusick,333333,0084B4,DDEEF6,FFFFFF,C0DEED
1,I do not recommend going for a run while having the flu ouch,,Joe Zack,joezack0,333333,0084B4,EFEFEF,0,9AE4E8
2,Really hope I don t have the flu,,Mrs Carter,MsNae 2U,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I never had a flu shot TheEllenShow,,Pam Rothharpt,pamelajean,3D1957,0,7AC3EE,FFFFFF,28F090
2,This flu shit tho,,judy,thatbitch,0,FF7D19,FFFFFF,0,FF8A24
1,katie cutsham there s a flu like virus out there but you could have also caught both strains of the flu because the original form mutated,,Will Turner,w leeanthony,333333,99000D,EFEFEF,FFFFFF,131516
1,Two days of cold flu and I now know I am still alive nastystuff coldandflu,,Jay Russell,CJayRussell,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Say it with me there is no such thing as a stomach flu petpeeve washyourhands,,Ashley Bowen Murphy,BowenMurphy,3C3940,0099B9,95E8EC,5ED4DC,0099B9
1,Realizing I have the flu,,Az car Papa,charleschees,0,FA743E,0,0,0
1,Apparently I have a very bad flu If any of you get sick oops,,Jacob,jacob feemster,333333,4A913C,EFEFEF,EEEEEE,131516
1,The Mandog you the 1 of 1 it was 2 but my boss almost gave me the flu she off the list now lol,,Maine,MainetheCK,0D0102,FF0A0A,DDEEF6,C0DEED,C0DEED
2,I think so She may have the flu RT DereGo Kelt ohhMurissa everything good b,,La Jefa,ohhMurissa,D198CD,A61230,0A0A0A,FFFFFF,0
1,U S bird flu outbreak Foster Farms quarantined Canadian infected via intellihubnews,,Dawnie Rotten,DawnieRotten,333333,9999,EFEFEF,EEEEEE,131516
1,RT AgweekMagazine Calif turkey farm quarantined after bird flu detected Agweek,,Jamie Averbeck,JamieAverbeck,3E4415,D02B55,99CC33,829D5E,352726
2,The flu is threatening to come back,,Martha Serrano,mmss21,362720,B40B43,E5507E,CC3366,FF6699
1,Stomach flu is for real gone I want hot wings,,Ryan,RyNicoleRoberts,333333,45185,F6F6F6,FFFFFF,ADD7DE
2,A flu shot has rendered me unable to lift my arms above my head to wash my hair so therefore not showering tonight is valid,,Margaret Fisher,maggiethefisher,0,0074CB,DBB3B3,FFFFFF,79714B
2,Can t shake this damn oncoming flu,,Alexis Warren,LexM85,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,I think I will get a sip of my cold and flu to calm me down lol,,2015Takeover,tiffanymdraper,0000FF,EB0C0C,FF00FF,FFFFFF,0
1,chelbear8 frat flu Pullman pandemic,,A AP Admiral,Swanpond99,0,88BB00,0,0,0
2,How to help make sure the flu doesn t sideline your business,,Suzanne Altobello,suzaltobello,3E4415,D02B54,99CC33,829D5E,352726
2,This flu is making me so mad I can t do anything because I m too sick and that just makes me bored,,summer rose,SummerHenriksen,333333,0C0D0D,F6F6F6,0,8E9191
2,Just got over a cold and now my throat hurts again Yay for cold and flu season,,Kenzie Sommers,kenziesommers16,333333,CC3366,E6F6F9,DBE9ED,DBE9ED
1,GaysianGamer think I have a cold or the flu,,kurt,k am,7A7A7A,197594,252429,181A1E,1A1B1F
2,the flu,,taylor,t will68,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Natural Home Remedies For Cold amp Flu Love Raw Vegan Learn about natural cold amp flu remedies and how to make a Master Tonic FACE,,Manzel Caudle,forhealthtoday,333333,9D582E,EADEAA,D9B17E,8B542B
1,Natural Home Remedies For Cold amp Flu Love Raw Vegan Learn about natural cold amp flu remedies and how to make a Master Tonic FACE,,Manzel Caudle,helpfriends,333333,BF1238,EFEFEF,FFFFFF,BF1238
1,ayoTeeshh TF I look like a bowl of hot soup n I got the flu,,ASS CATCHEM,WayneGudz,666666,2FC2EF,252429,FFFFFF,1A1B1F
1,Got the bird swine lizard flu,,Uncle Baby,rudetanks,333333,9D582E,EADEAA,D9B17E,8B542B
1,My maddiegirl0703 tested positive for the flu today She doesn t look sick with that smile on her,,Jonathan Richoux,JonathanRichoux,333333,0084B4,DDEEF6,FFFFFF,83A67B
2,i have the flu n want to diiieeee,,amber,littlefirebear,0,ABB8C2,0,FFFFFF,AC58FA
2,elizabeth gmm even with the flu I m sure you re going to own that stage tomorrow because you re awesomely talented,,Rowan Zeidan,rowanzeidan,181818,9DF59D,90A8A8,FFFFFF,E6478F
1,RT TrendStyleDaily The Road to Burns Three years ago I was lying in bed with a terrible flu flipping through the channels on TV t ht,,Ken Spooner,KenSpooner,F5E7F5,ED1313,140D06,305,0
1,Having the flu rn is hell,,R Y A N,HeyRyyyyyyan,11119C,00A4E0,0,FFFFFF,0094D4
2,MlleLorelei and I feel bad because I thought it was just a cold Don t want to give anyone the flu,,deb wakefield,walrusandowl,666666,07AFB5,333333,0,CCCCCC
1,RT amusing av If not for Hank we are losing 4 0 right now Halak is playing well but we are making it too easy for him Oh and I have the,,Brandon Privara,bp2813,0,DE2126,097ED7,DE2126,0
2,Tips for Cold and Flu Prevention via aboutamom,,KBunn,KBunn,333333,0084B4,DDEEF6,FFFFFF,C0DEED
1,Flu shot hoax admitted No controlled trials demonstrating a decrease in influenza NaturalNews via HealthRanger,,Dave Foggia,unitedcitizen1,333333,9999,EFEFEF,EEEEEE,131516
2,Caught the flu soon enough to where I won t miss school so that s a plus,,McKenna Hart,coolkenn,333333,090A0A,F6FFD1,0,50505
2,Asia Jayy22 no I quit playing bball when I moved to Mena I m home sick with the flu,,Payten Alexa,Payyyyyyyyy1,3C3940,0099B9,95E8EC,5ED4DC,0099B9
2,Flu shot hoax admitted No controlled trials demonstrating a decrease in influenza,,Allison Reece,AllisonReeceART,0C3E53,FF0000,FFF7CC,FFFFFF,BADFCD
1,If I could not get strep or the fucking flu right now that would be great,,Jordan Benedict,asphaltgypsy77,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,The Flu hit me in like 000004 seconds WtF,,Tanner M Wade,T wade67,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Slowly back to training after being hit hard with the flu for 4 days Takes a lot to knock me down,,Luis Santa,TheBigRican,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,RT qoopaklub Episode 67 is out just in time to give you something to listen to while in line for a flu shot,,Ryan,brawndwarf,333333,0084B4,DDEEF6,FFFFFF,C0DEED
1,danaotr sidnew47 my Dad is allergic to eggs and can t get Flu shots,,Lenorafc,faithinbones,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Pretty sure I m getting the flu from excessively looking at my cracked phone screen,,Laura Andwood,lwa135,333333,0084B4,DDEEF6,C0DEED,C0DEED
1,Im trying to stay home from school tomorrow so I don t get strep throat bronchitis flu everything,,Nathan,nate8curtis,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,Trying to self diagnose myself isn t working I think I will just settle for thinking it s the flu,,Tess McGough,Contessa 815,333333,882DE3,DDEEF6,FFFFFF,B2DFDA
2,JayneWTHB oh I had that in college it sucks I thought I had the flu I just remember feeling awful had a fever and coughed a lot,,Lindsey Rodgers,lrodgers17,333333,990000,F3F3F3,DFDFDF,EBEBEB
1,RT T wade67 The Flu hit me in like 000004 seconds WtF,,Bean,Demetrius Goode,333333,0084B4,DDEEF6,FFFFFF,C0DEED
1,I needa get better already this stomach flu ain t the business,,Jayy Jayy,JayyDominguez13,333333,0084B4,DDEEF6,C0DEED,C0DEED
2,BaileyHughes25 I m sorry I hope you don t have the flu,,Laci Eddings,LaciEddings,333333,FF0000,DDEEF6,FFFFFF,642D8B
1,First year not getting a flu shot and I just tested positive for Influenza A I deserve this,,Kyle Sramek,KyleSramek,E6CACA,FC7272,C92C2C,0,E6E6E6
1,Chinese food while always delicious was a terrible idea for this flu,,Rosco Zeus,McCoy16,0,2FED2F,0,0,0
2,GroovyGrapevine The flu has me grounded so I m UpAllNight sipping ginger tea amp watching the AustralianOpen,,Lisa K,sharkb8t,333333,3B94D9,F3F3F3,DFDFDF,89C9FA
